item_id,receipt_id,price,timestamp
231,148,2.65,2023-01-02 14:36:00
232,149,4.94,2023-01-03 10:35:00
233,149,23.2,2023-01-03 10:38:00
234,149,1.68,2023-01-03 10:45:00
235,149,3.92,2023-01-03 10:41:00
236,149,18.89,2023-01-03 10:44:00
237,149,4.51,2023-01-03 10:37:00
238,149,5.07,2023-01-03 10:35:00
239,149,16.8,2023-01-03 10:42:00
240,149,22.74,2023-01-03 10:41:00
241,150,14.65,2023-01-03 16:14:00
242,150,22.54,2023-01-03 16:20:00
243,150,13.53,2023-01-03 16:18:00
244,150,22.71,2023-01-03 16:16:00
245,150,13.8,2023-01-03 16:19:00
246,150,23.53,2023-01-03 16:20:00
247,151,14.46,2023-01-01 15:12:00
248,151,12.6,2023-01-01 15:12:00
249,151,8.88,2023-01-01 15:08:00
250,151,13.64,2023-01-01 15:17:00
251,151,21.24,2023-01-01 15:10:00
252,151,15.3,2023-01-01 15:17:00
253,151,20.03,2023-01-01 15:07:00
254,151,12.42,2023-01-01 15:06:00
255,151,18.2,2023-01-01 15:04:00
256,151,0.8,2023-01-01 15:05:00
257,152,6.07,2023-01-02 17:43:00
258,152,11.82,2023-01-02 17:50:00
259,152,15.57,2023-01-02 17:46:00
260,152,14.86,2023-01-02 17:50:00
261,153,17.83,2023-01-01 17:45:00
262,153,19.4,2023-01-01 17:50:00
263,153,15.36,2023-01-01 17:41:00
264,153,2.39,2023-01-01 17:49:00
265,154,13.21,2023-01-01 11:00:00
266,154,15.39,2023-01-01 11:07:00
267,154,1.84,2023-01-01 11:01:00
268,154,5.54,2023-01-01 11:01:00
269,154,0.61,2023-01-01 11:01:00
270,154,3.3,2023-01-01 10:56:00
271,155,4.82,2023-01-03 12:59:00
272,155,4.56,2023-01-03 12:57:00
273,155,22.91,2023-01-03 12:53:00
274,155,19.62,2023-01-03 13:03:00
275,155,15.99,2023-01-03 13:04:00
276,155,5.71,2023-01-03 12:53:00
277,156,7.84,2023-01-01 18:00:00
278,156,10.23,2023-01-01 17:50:00
279,156,5.64,2023-01-01 17:50:00
280,156,9.06,2023-01-01 18:01:00
281,157,19.5,2023-01-03 11:14:00
282,157,13.43,2023-01-03 11:05:00
283,158,18.95,2023-01-01 16:47:00
284,158,7.13,2023-01-01 16:51:00
285,158,13.4,2023-01-01 16:38:00
286,158,1.12,2023-01-01 16:49:00
287,159,14.45,2023-01-02 10:48:00
288,159,16.49,2023-01-02 11:00:00
289,159,18.16,2023-01-02 10:48:00
290,159,6.46,2023-01-02 10:59:00
291,159,15.28,2023-01-02 10:59:00
292,159,20.84,2023-01-02 10:49:00
293,160,5.59,2023-01-02 16:34:00
294,160,3.51,2023-01-02 16:34:00
295,160,14.78,2023-01-02 16:43:00
296,160,17.75,2023-01-02 16:32:00
297,161,19.46,2023-01-01 14:45:00
298,161,11.19,2023-01-01 14:48:00
299,161,5.88,2023-01-01 14:46:00
300,161,19.21,2023-01-01 14:44:00
301,161,3.3,2023-01-01 14:50:00
302,162,17.62,2023-01-02 10:47:00
303,162,6.82,2023-01-02 10:44:00
304,162,16.3,2023-01-02 10:52:00
305,162,24.62,2023-01-02 10:48:00
306,163,20.83,2023-01-01 10:43:00
307,163,3.11,2023-01-01 10:42:00
308,163,3.85,2023-01-01 10:45:00
309,163,7.03,2023-01-01 10:47:00
310,163,15.14,2023-01-01 10:48:00
311,163,16.01,2023-01-01 10:41:00
312,163,4.8,2023-01-01 10:49:00
313,164,10.04,2023-01-03 11:35:00
314,164,11.21,2023-01-03 11:31:00
315,164,18.12,2023-01-03 11:34:00
316,164,15.45,2023-01-03 11:33:00
317,164,12.16,2023-01-03 11:42:00
318,164,23.88,2023-01-03 11:33:00
319,164,18.45,2023-01-03 11:28:00
320,165,3.11,2023-01-01 11:09:00
321,165,9.11,2023-01-01 11:01:00
322,165,12.64,2023-01-01 11:11:00
323,165,15.16,2023-01-01 11:09:00
324,165,6.54,2023-01-01 11:03:00
325,165,2.41,2023-01-01 11:12:00
326,166,23.78,2023-01-03 10:22:00
327,166,13.27,2023-01-03 10:27:00
328,166,13.78,2023-01-03 10:23:00
329,166,19.08,2023-01-03 10:30:00
330,167,24.98,2023-01-02 17:15:00
331,167,14.41,2023-01-02 17:15:00
332,167,8.16,2023-01-02 17:20:00
333,167,17.59,2023-01-02 17:14:00
334,167,5.22,2023-01-02 17:13:00
335,167,24.29,2023-01-02 17:12:00
336,167,19.99,2023-01-02 17:20:00
337,167,21.62,2023-01-02 17:12:00
338,167,11.65,2023-01-02 17:16:00
339,168,17.56,2023-01-01 11:09:00
340,168,11.31,2023-01-01 11:08:00
341,168,2.1,2023-01-01 11:16:00
342,169,23.51,2023-01-01 14:19:00
343,169,2.22,2023-01-01 14:30:00
344,169,9.09,2023-01-01 14:30:00
345,169,2.67,2023-01-01 14:30:00
346,169,12.26,2023-01-01 14:25:00
347,169,14.73,2023-01-01 14:28:00
348,169,24.61,2023-01-01 14:26:00
349,169,2.75,2023-01-01 14:31:00
350,169,10.82,2023-01-01 14:21:00
351,169,18.44,2023-01-01 14:17:00
352,170,7.29,2023-01-02 14:28:00
353,170,24.7,2023-01-02 14:32:00
354,170,3.18,2023-01-02 14:32:00
355,171,11.95,2023-01-03 15:35:00
356,171,24.74,2023-01-03 15:29:00
357,171,24.78,2023-01-03 15:33:00
358,171,10.34,2023-01-03 15:35:00
359,171,16.42,2023-01-03 15:27:00
360,172,5.07,2023-01-01 11:42:00
361,172,20.74,2023-01-01 11:44:00
362,173,4.27,2023-01-02 11:18:00
363,173,6.0,2023-01-02 11:23:00
364,173,18.82,2023-01-02 11:24:00
365,173,15.03,2023-01-02 11:29:00
366,173,21.57,2023-01-02 11:26:00
367,173,22.0,2023-01-02 11:18:00
368,174,20.33,2023-01-02 13:48:00
369,174,23.32,2023-01-02 13:51:00
370,175,13.55,2023-01-01 17:29:00
371,175,5.89,2023-01-01 17:37:00
372,175,22.41,2023-01-01 17:37:00
373,176,21.77,2023-01-02 17:29:00
374,176,21.34,2023-01-02 17:28:00
375,176,4.43,2023-01-02 17:30:00
376,176,21.01,2023-01-02 17:26:00
377,176,23.29,2023-01-02 17:21:00
378,176,15.66,2023-01-02 17:23:00
379,176,5.14,2023-01-02 17:22:00
380,176,22.08,2023-01-02 17:27:00
381,177,22.76,2023-01-03 14:30:00
382,177,20.54,2023-01-03 14:42:00
383,178,15.98,2023-01-03 10:54:00
384,178,9.73,2023-01-03 10:47:00
385,178,20.56,2023-01-03 10:45:00
386,179,8.88,2023-01-01 17:44:00
387,180,12.1,2023-01-02 10:14:00
388,180,15.71,2023-01-02 10:19:00
389,180,21.38,2023-01-02 10:22:00
390,180,24.35,2023-01-02 10:21:00
391,180,11.43,2023-01-02 10:19:00
392,180,3.69,2023-01-02 10:21:00
393,181,11.42,2023-01-03 11:35:00
394,181,11.98,2023-01-03 11:25:00
395,181,10.94,2023-01-03 11:34:00
396,181,21.43,2023-01-03 11:36:00
397,182,24.1,2023-01-03 12:23:00
398,182,11.09,2023-01-03 12:20:00
399,182,22.78,2023-01-03 12:20:00
400,182,16.14,2023-01-03 12:21:00
401,182,19.12,2023-01-03 12:20:00
402,183,14.29,2023-01-01 17:22:00
403,183,12.09,2023-01-01 17:18:00
404,183,4.4,2023-01-01 17:19:00
405,183,21.78,2023-01-01 17:15:00
406,183,4.26,2023-01-01 17:21:00
407,184,20.02,2023-01-02 12:27:00
408,184,0.53,2023-01-02 12:25:00
409,184,3.57,2023-01-02 12:30:00
410,184,6.56,2023-01-02 12:27:00
411,185,14.96,2023-01-02 14:59:00
412,185,8.1,2023-01-02 15:04:00
413,186,18.24,2023-01-02 10:09:00
414,186,3.07,2023-01-02 10:07:00
415,186,3.02,2023-01-02 10:20:00
416,186,3.99,2023-01-02 10:12:00
417,186,15.64,2023-01-02 10:10:00
418,186,8.98,2023-01-02 10:14:00
419,186,0.74,2023-01-02 10:18:00
420,187,10.22,2023-01-01 13:26:00
421,187,24.45,2023-01-01 13:34:00
422,187,17.39,2023-01-01 13:26:00
423,188,23.44,2023-01-03 15:14:00
424,188,15.52,2023-01-03 15:16:00
425,188,17.87,2023-01-03 15:15:00
426,188,23.71,2023-01-03 15:19:00
427,189,4.52,2023-01-03 16:53:00
428,189,2.5,2023-01-03 16:45:00
429,189,15.04,2023-01-03 16:51:00
430,189,4.41,2023-01-03 16:52:00
431,189,15.59,2023-01-03 16:42:00
432,189,24.41,2023-01-03 16:43:00
433,189,18.73,2023-01-03 16:52:00
434,190,10.75,2023-01-03 14:42:00
435,190,6.81,2023-01-03 14:39:00
436,190,4.77,2023-01-03 14:32:00
437,190,18.32,2023-01-03 14:40:00
438,190,21.23,2023-01-03 14:32:00
439,190,8.98,2023-01-03 14:39:00
440,190,19.31,2023-01-03 14:39:00
441,190,1.48,2023-01-03 14:28:00
442,190,13.09,2023-01-03 14:36:00
443,191,20.98,2023-01-01 11:39:00
444,191,3.72,2023-01-01 11:46:00
445,191,10.43,2023-01-01 11:52:00
446,191,4.9,2023-01-01 11:50:00
447,191,9.63,2023-01-01 11:40:00
448,191,4.93,2023-01-01 11:43:00
449,191,2.19,2023-01-01 11:47:00
450,191,6.56,2023-01-01 11:50:00
451,191,10.42,2023-01-01 11:52:00
452,192,19.45,2023-01-01 14:07:00
453,192,10.22,2023-01-01 14:06:00
454,192,11.62,2023-01-01 14:10:00
455,192,22.15,2023-01-01 14:05:00
456,192,4.66,2023-01-01 14:09:00
457,192,11.5,2023-01-01 14:11:00
458,193,9.24,2023-01-01 12:47:00
459,193,12.13,2023-01-01 12:36:00
460,193,17.78,2023-01-01 12:43:00
461,193,14.84,2023-01-01 12:50:00
462,193,14.17,2023-01-01 12:46:00
463,194,1.77,2023-01-03 14:19:00
464,194,3.49,2023-01-03 14:24:00
465,195,4.13,2023-01-03 15:15:00
466,195,12.26,2023-01-03 15:21:00
467,196,24.34,2023-01-02 10:55:00
468,197,23.53,2023-01-01 13:26:00
469,197,17.0,2023-01-01 13:16:00
470,197,5.11,2023-01-01 13:21:00
471,197,16.98,2023-01-01 13:20:00
472,197,21.77,2023-01-01 13:20:00
473,198,21.79,2023-01-02 10:32:00
474,198,19.33,2023-01-02 10:35:00
475,198,23.31,2023-01-02 10:38:00
476,198,23.01,2023-01-02 10:25:00
477,199,8.29,2023-01-02 11:05:00
478,199,10.47,2023-01-02 11:17:00
479,199,19.67,2023-01-02 11:17:00
480,199,7.57,2023-01-02 11:15:00
481,200,8.55,2023-01-02 16:24:00
482,200,9.48,2023-01-02 16:30:00
483,200,14.3,2023-01-02 16:26:00
484,200,10.02,2023-01-02 16:32:00
485,200,15.11,2023-01-02 16:24:00
486,200,11.39,2023-01-02 16:29:00
487,200,2.29,2023-01-02 16:26:00
488,200,4.63,2023-01-02 16:37:00
489,200,15.68,2023-01-02 16:37:00
490,201,12.18,2023-01-01 16:53:00
491,201,19.24,2023-01-01 16:48:00
492,201,18.8,2023-01-01 16:54:00
493,201,23.91,2023-01-01 16:55:00
494,201,20.65,2023-01-01 16:53:00
495,201,0.69,2023-01-01 16:57:00
496,201,2.25,2023-01-01 16:57:00
497,202,6.79,2023-01-02 15:06:00
498,202,16.92,2023-01-02 15:15:00
499,202,20.17,2023-01-02 15:05:00
500,202,14.73,2023-01-02 15:12:00
501,203,21.56,2023-01-03 16:36:00
502,203,13.37,2023-01-03 16:36:00
503,203,7.73,2023-01-03 16:30:00
504,203,14.4,2023-01-03 16:39:00
505,204,15.24,2023-01-03 12:17:00
506,204,13.12,2023-01-03 12:23:00
507,204,6.09,2023-01-03 12:20:00
508,204,16.34,2023-01-03 12:19:00
509,204,10.57,2023-01-03 12:24:00
510,205,4.62,2023-01-03 11:06:00
511,205,21.8,2023-01-03 11:04:00
512,205,5.81,2023-01-03 11:04:00
513,205,4.87,2023-01-03 11:08:00
514,205,16.23,2023-01-03 11:15:00
515,205,5.55,2023-01-03 11:14:00
516,205,6.18,2023-01-03 11:17:00
517,205,15.98,2023-01-03 11:12:00
518,205,12.67,2023-01-03 11:05:00
519,205,7.23,2023-01-03 11:10:00
520,206,22.69,2023-01-02 15:53:00
521,206,2.45,2023-01-02 15:48:00
522,206,16.31,2023-01-02 15:44:00
523,206,5.2,2023-01-02 15:48:00
524,206,9.49,2023-01-02 15:46:00
525,206,9.2,2023-01-02 15:44:00
526,206,11.34,2023-01-02 15:52:00
527,207,6.16,2023-01-02 13:02:00
528,207,8.66,2023-01-02 12:58:00
529,207,1.78,2023-01-02 13:04:00
530,207,16.72,2023-01-02 12:53:00
531,208,13.63,2023-01-03 11:07:00
532,208,10.86,2023-01-03 11:00:00
533,208,19.03,2023-01-03 10:54:00
534,208,7.87,2023-01-03 11:01:00
535,208,19.99,2023-01-03 11:07:00
536,208,6.25,2023-01-03 11:05:00
537,209,15.78,2023-01-02 14:20:00
538,209,19.8,2023-01-02 14:19:00
539,209,15.41,2023-01-02 14:30:00
540,209,19.66,2023-01-02 14:20:00
541,210,2.65,2023-01-01 11:50:00
542,210,6.36,2023-01-01 11:40:00
543,211,10.23,2023-01-02 13:51:00
544,211,20.53,2023-01-02 13:48:00
545,211,17.02,2023-01-02 13:55:00
546,211,21.77,2023-01-02 13:51:00
547,211,3.96,2023-01-02 13:52:00
548,211,7.96,2023-01-02 13:54:00
549,211,8.4,2023-01-02 13:48:00
550,211,4.75,2023-01-02 13:47:00
551,212,19.24,2023-01-01 15:27:00
552,212,8.28,2023-01-01 15:17:00
553,212,10.27,2023-01-01 15:23:00
554,212,16.82,2023-01-01 15:16:00
555,212,2.17,2023-01-01 15:16:00
556,212,12.9,2023-01-01 15:29:00
557,212,24.1,2023-01-01 15:26:00
558,213,16.43,2023-01-03 15:03:00
559,213,9.97,2023-01-03 15:05:00
560,213,19.63,2023-01-03 15:10:00
561,213,5.69,2023-01-03 15:14:00
562,213,24.87,2023-01-03 15:13:00
563,213,15.68,2023-01-03 15:15:00
564,213,24.6,2023-01-03 15:03:00
565,214,2.03,2023-01-03 17:18:00
566,214,16.01,2023-01-03 17:22:00
567,214,20.44,2023-01-03 17:21:00
568,215,13.37,2023-01-01 12:11:00
569,215,20.77,2023-01-01 12:10:00
570,215,9.98,2023-01-01 12:10:00
571,215,0.77,2023-01-01 12:07:00
572,215,3.78,2023-01-01 12:10:00
573,215,0.97,2023-01-01 12:20:00
574,216,12.45,2023-01-01 14:33:00
575,216,7.01,2023-01-01 14:41:00
576,216,11.63,2023-01-01 14:34:00
577,216,7.02,2023-01-01 14:35:00
578,216,12.46,2023-01-01 14:34:00
579,216,21.68,2023-01-01 14:42:00
580,216,16.47,2023-01-01 14:33:00
581,217,23.29,2023-01-01 10:20:00
582,217,19.64,2023-01-01 10:20:00
583,217,16.11,2023-01-01 10:10:00
584,217,9.97,2023-01-01 10:14:00
585,217,16.1,2023-01-01 10:23:00
586,217,22.29,2023-01-01 10:15:00
587,217,13.2,2023-01-01 10:11:00
588,217,3.09,2023-01-01 10:20:00
589,217,13.05,2023-01-01 10:13:00
590,218,2.27,2023-01-03 12:07:00
591,219,11.82,2023-01-01 18:00:00
592,220,20.85,2023-01-01 14:36:00
593,220,6.99,2023-01-01 14:34:00
594,220,2.52,2023-01-01 14:40:00
595,220,22.52,2023-01-01 14:36:00
596,221,2.2,2023-01-02 13:21:00
597,221,13.49,2023-01-02 13:26:00
598,221,22.45,2023-01-02 13:22:00
599,221,20.07,2023-01-02 13:24:00
600,222,23.24,2023-01-02 16:22:00
601,222,2.83,2023-01-02 16:23:00
602,222,11.09,2023-01-02 16:27:00
603,222,10.02,2023-01-02 16:17:00
604,222,23.61,2023-01-02 16:29:00
605,222,23.24,2023-01-02 16:27:00
606,223,24.47,2023-01-01 15:33:00
607,223,18.35,2023-01-01 15:26:00
608,223,4.92,2023-01-01 15:30:00
609,223,8.34,2023-01-01 15:25:00
610,223,24.62,2023-01-01 15:25:00
611,223,13.72,2023-01-01 15:32:00
612,223,4.54,2023-01-01 15:32:00
613,223,17.29,2023-01-01 15:23:00
614,224,2.8,2023-01-03 16:39:00
615,224,16.09,2023-01-03 16:32:00
616,224,4.42,2023-01-03 16:37:00
617,224,14.17,2023-01-03 16:35:00
618,224,6.54,2023-01-03 16:32:00
619,224,22.1,2023-01-03 16:31:00
620,224,2.93,2023-01-03 16:37:00
621,224,16.61,2023-01-03 16:36:00
622,225,20.9,2023-01-02 12:06:00
623,225,5.46,2023-01-02 11:54:00
624,225,19.09,2023-01-02 11:56:00
625,225,8.51,2023-01-02 11:55:00
626,225,21.13,2023-01-02 11:58:00
627,225,21.98,2023-01-02 11:57:00
628,225,3.56,2023-01-02 12:07:00
629,226,4.94,2023-01-02 15:15:00
630,226,2.78,2023-01-02 15:09:00
631,226,21.92,2023-01-02 15:15:00
632,226,16.24,2023-01-02 15:10:00
633,226,3.05,2023-01-02 15:12:00
634,226,14.26,2023-01-02 15:06:00
635,226,1.79,2023-01-02 15:10:00
636,227,18.78,2023-01-02 17:53:00
637,227,17.84,2023-01-02 17:58:00
638,227,20.72,2023-01-02 17:46:00
639,227,11.28,2023-01-02 17:47:00
640,227,3.5,2023-01-02 17:44:00
641,228,18.47,2023-01-03 16:15:00
642,228,16.24,2023-01-03 16:10:00
643,228,16.12,2023-01-03 16:13:00
644,229,8.7,2023-01-01 13:21:00
645,229,17.66,2023-01-01 13:22:00
646,229,20.88,2023-01-01 13:21:00
647,229,17.59,2023-01-01 13:19:00
648,229,7.82,2023-01-01 13:13:00
649,229,1.88,2023-01-01 13:11:00
650,230,12.66,2023-01-02 16:38:00
651,230,19.62,2023-01-02 16:41:00
652,230,19.26,2023-01-02 16:43:00
653,230,6.02,2023-01-02 16:49:00
654,230,3.82,2023-01-02 16:52:00
655,230,23.1,2023-01-02 16:46:00
656,230,23.94,2023-01-02 16:51:00
657,231,22.7,2023-01-03 13:01:00
658,231,24.38,2023-01-03 12:59:00
659,232,3.91,2023-01-02 11:45:00
660,232,8.22,2023-01-02 11:52:00
661,232,9.01,2023-01-02 11:56:00
662,232,6.3,2023-01-02 11:49:00
663,232,13.93,2023-01-02 11:49:00
664,233,24.5,2023-01-01 15:01:00
665,233,16.53,2023-01-01 15:06:00
